class_id,label,number_of_videos,number_of_signers,selected,reason_if_excluded
engineer,engineer,2,unavailable,False,only 2 usable videos (< 15)
england,england,2,unavailable,False,only 2 usable videos (< 15)
english,english,2,unavailable,False,only 2 usable videos (< 15)
enough,enough,2,unavailable,False,only 2 usable videos (< 15)
equal,equal,2,unavailable,False,only 2 usable videos (< 15)
faith,faith,2,unavailable,False,only 2 usable videos (< 15)
wine,wine,2,unavailable,False,only 2 usable videos (< 15)
rose,rose,2,unavailable,False,only 2 usable videos (< 15)
bud,bud,2,unavailable,False,only 2 usable videos (< 15)
buddha purnima,buddha purnima,2,unavailable,False,only 2 usable videos (< 15)
rough,rough,2,unavailable,False,only 2 usable videos (< 15)
route,route,2,unavailable,False,only 2 usable videos (< 15)
zip,zip,2,unavailable,False,only 2 usable videos (< 15)
examination,examination,2,unavailable,False,only 2 usable videos (< 15)
equator,equator,2,unavailable,False,only 2 usable videos (< 15)
ethics,ethics,2,unavailable,False,only 2 usable videos (< 15)
europe,europe,2,unavailable,False,only 2 usable videos (< 15)
expansion,expansion,2,unavailable,False,only 2 usable videos (< 15)
expiry,expiry,2,unavailable,False,only 2 usable videos (< 15)
write,write,2,unavailable,False,only 2 usable videos (< 15)
yak,yak,2,unavailable,False,only 2 usable videos (< 15)
young,young,2,unavailable,False,only 2 usable videos (< 15)
yourself,yourself,2,unavailable,False,only 2 usable videos (< 15)
4g,4g,1,unavailable,False,only 1 usable videos (< 15)
a line skirt,a line skirt,1,unavailable,False,only 1 usable videos (< 15)
a lot,a lot,1,unavailable,False,only 1 usable videos (< 15)
abacus,abacus,1,unavailable,False,only 1 usable videos (< 15)
abbreviation,abbreviation,1,unavailable,False,only 1 usable videos (< 15)
abeyance,abeyance,1,unavailable,False,only 1 usable videos (< 15)
able,able,1,unavailable,False,only 1 usable videos (< 15)
about,about,1,unavailable,False,only 1 usable videos (< 15)
yellow flowered plants,yellow flowered plants,1,unavailable,False,only 1 usable videos (< 15)
year to year,year to year,1,unavailable,False,only 1 usable videos (< 15)
year of harvest,year of harvest,1,unavailable,False,only 1 usable videos (< 15)
year financial,year financial,1,unavailable,False,only 1 usable videos (< 15)
year calender,year calender,1,unavailable,False,only 1 usable videos (< 15)
year book,year book,1,unavailable,False,only 1 usable videos (< 15)
yardstick,yardstick,1,unavailable,False,only 1 usable videos (< 15)
yamaha bike,yamaha bike,1,unavailable,False,only 1 usable videos (< 15)
acceptance letter,acceptance letter,1,unavailable,False,only 1 usable videos (< 15)
acceptance clean,acceptance clean,1,unavailable,False,only 1 usable videos (< 15)
acceptance,acceptance,1,unavailable,False,only 1 usable videos (< 15)
acceleration,acceleration,1,unavailable,False,only 1 usable videos (< 15)
youtube,youtube,1,unavailable,False,only 1 usable videos (< 15)
youth,youth,1,unavailable,False,only 1 usable videos (< 15)
younger sister,younger sister,1,unavailable,False,only 1 usable videos (< 15)
younger brother,younger brother,1,unavailable,False,only 1 usable videos (< 15)
younger,younger,1,unavailable,False,only 1 usable videos (< 15)
equation,equation,1,unavailable,False,only 1 usable videos (< 15)
excuse me,excuse me,1,unavailable,False,only 1 usable videos (< 15)
excuse,excuse,1,unavailable,False,only 1 usable videos (< 15)
exclude,exclude,1,unavailable,False,only 1 usable videos (< 15)
excited,excited,1,unavailable,False,only 1 usable videos (< 15)
exchange positions,exchange positions,1,unavailable,False,only 1 usable videos (< 15)
exchange foreign,exchange foreign,1,unavailable,False,only 1 usable videos (< 15)
exchange,exchange,1,unavailable,False,only 1 usable videos (< 15)
excavation,excavation,1,unavailable,False,only 1 usable videos (< 15)
example,example,1,unavailable,False,only 1 usable videos (< 15)
examine,examine,1,unavailable,False,only 1 usable videos (< 15)
exam,exam,1,unavailable,False,only 1 usable videos (< 15)
ewe,ewe,1,unavailable,False,only 1 usable videos (< 15)
evil,evil,1,unavailable,False,only 1 usable videos (< 15)
everyday,everyday,1,unavailable,False,only 1 usable videos (< 15)
every time,every time,1,unavailable,False,only 1 usable videos (< 15)
expert,expert,1,unavailable,False,only 1 usable videos (< 15)
experience,experience,1,unavailable,False,only 1 usable videos (< 15)
expenditure,expenditure,1,unavailable,False,only 1 usable videos (< 15)
exotic sheep,exotic sheep,1,unavailable,False,only 1 usable videos (< 15)
exhaust pump,exhaust pump,1,unavailable,False,only 1 usable videos (< 15)
exemption,exemption,1,unavailable,False,only 1 usable videos (< 15)
event,event,1,unavailable,False,only 1 usable videos (< 15)
estimate,estimate,1,unavailable,False,only 1 usable videos (< 15)
establishment,establishment,1,unavailable,False,only 1 usable videos (< 15)
establish,establish,1,unavailable,False,only 1 usable videos (< 15)
essel world,essel world,1,unavailable,False,only 1 usable videos (< 15)
essay,essay,1,unavailable,False,only 1 usable videos (< 15)
error of omission,error of omission,1,unavailable,False,only 1 usable videos (< 15)
ernission,ernission,1,unavailable,False,only 1 usable videos (< 15)
erect,erect,1,unavailable,False,only 1 usable videos (< 15)
eraser,eraser,1,unavailable,False,only 1 usable videos (< 15)
engineering scale,engineering scale,1,unavailable,False,only 1 usable videos (< 15)
engineering compass,engineering compass,1,unavailable,False,only 1 usable videos (< 15)
fail,fail,1,unavailable,False,only 1 usable videos (< 15)
factorisation,factorisation,1,unavailable,False,only 1 usable videos (< 15)
facsimile signature,facsimile signature,1,unavailable,False,only 1 usable videos (< 15)
face value,face value,1,unavailable,False,only 1 usable videos (< 15)
eyebrow,eyebrow,1,unavailable,False,only 1 usable videos (< 15)
extrahepatic,extrahepatic,1,unavailable,False,only 1 usable videos (< 15)
external parasite,external parasite,1,unavailable,False,only 1 usable videos (< 15)
external,external,1,unavailable,False,only 1 usable videos (< 15)
extermal combustion engine,extermal combustion engine,1,unavailable,False,only 1 usable videos (< 15)
extension counter,extension counter,1,unavailable,False,only 1 usable videos (< 15)
extend,extend,1,unavailable,False,only 1 usable videos (< 15)
express train,express train,1,unavailable,False,only 1 usable videos (< 15)
exporting graphics,exporting graphics,1,unavailable,False,only 1 usable videos (< 15)
expertise,expertise,1,unavailable,False,only 1 usable videos (< 15)
fast growing temporary hedges,fast growing temporary hedges,1,unavailable,False,only 1 usable videos (< 15)
fast,fast,1,unavailable,False,only 1 usable videos (< 15)
farmer,farmer,1,unavailable,False,only 1 usable videos (< 15)
farm,farm,1,unavailable,False,only 1 usable videos (< 15)
fare,fare,1,unavailable,False,only 1 usable videos (< 15)
family tree,family tree,1,unavailable,False,only 1 usable videos (< 15)
family court,family court,1,unavailable,False,only 1 usable videos (< 15)
false flooring,false flooring,1,unavailable,False,only 1 usable videos (< 15)
fall,fall,1,unavailable,False,only 1 usable videos (< 15)
fake,fake,1,unavailable,False,only 1 usable videos (< 15)
epistaxis,epistaxis,1,unavailable,False,only 1 usable videos (< 15)
epaulet,epaulet,1,unavailable,False,only 1 usable videos (< 15)
environmental pollution,environmental pollution,1,unavailable,False,only 1 usable videos (< 15)
envelope,envelope,1,unavailable,False,only 1 usable videos (< 15)
entertainment,entertainment,1,unavailable,False,only 1 usable videos (< 15)
enquiry,enquiry,1,unavailable,False,only 1 usable videos (< 15)
fax,fax,1,unavailable,False,only 1 usable videos (< 15)
faucet aerator,faucet aerator,1,unavailable,False,only 1 usable videos (< 15)
fat test of milk,fat test of milk,1,unavailable,False,only 1 usable videos (< 15)
fat,fat,1,unavailable,False,only 1 usable videos (< 15)
fast track court,fast track court,1,unavailable,False,only 1 usable videos (< 15)
energymeter,energymeter,1,unavailable,False,only 1 usable videos (< 15)
energy meter,energy meter,1,unavailable,False,only 1 usable videos (< 15)
energy,energy,1,unavailable,False,only 1 usable videos (< 15)
endorsement,endorsement,1,unavailable,False,only 1 usable videos (< 15)
end use,end use,1,unavailable,False,only 1 usable videos (< 15)
enclosure,enclosure,1,unavailable,False,only 1 usable videos (< 15)
encashment,encashment,1,unavailable,False,only 1 usable videos (< 15)
empty,empty,1,unavailable,False,only 1 usable videos (< 15)
empowerment,empowerment,1,unavailable,False,only 1 usable videos (< 15)
employment,employment,1,unavailable,False,only 1 usable videos (< 15)
emphasize,emphasize,1,unavailable,False,only 1 usable videos (< 15)
first coat,first coat,1,unavailable,False,only 1 usable videos (< 15)
first charge,first charge,1,unavailable,False,only 1 usable videos (< 15)
fir,fir,1,unavailable,False,only 1 usable videos (< 15)
fingerspell,fingerspell,1,unavailable,False,only 1 usable videos (< 15)
fingerprints,fingerprints,1,unavailable,False,only 1 usable videos (< 15)
financial year,financial year,1,unavailable,False,only 1 usable videos (< 15)
finance,finance,1,unavailable,False,only 1 usable videos (< 15)
final accounts,final accounts,1,unavailable,False,only 1 usable videos (< 15)
final,final,1,unavailable,False,only 1 usable videos (< 15)
filter pump,filter pump,1,unavailable,False,only 1 usable videos (< 15)
fill,fill,1,unavailable,False,only 1 usable videos (< 15)
figure,figure,1,unavailable,False,only 1 usable videos (< 15)
fight,fight,1,unavailable,False,only 1 usable videos (< 15)
fever,fever,1,unavailable,False,only 1 usable videos (< 15)
festivals,festivals,1,unavailable,False,only 1 usable videos (< 15)
feed,feed,1,unavailable,False,only 1 usable videos (< 15)
eleven,eleven,1,unavailable,False,only 1 usable videos (< 15)
elevator,elevator,1,unavailable,False,only 1 usable videos (< 15)
elevation,elevation,1,unavailable,False,only 1 usable videos (< 15)
elevated plot,elevated plot,1,unavailable,False,only 1 usable videos (< 15)
eletronegative force,eletronegative force,1,unavailable,False,only 1 usable videos (< 15)
electronics,electronics,1,unavailable,False,only 1 usable videos (< 15)
fixed asset,fixed asset,1,unavailable,False,only 1 usable videos (< 15)
five hundred,five hundred,1,unavailable,False,only 1 usable videos (< 15)
five,five,1,unavailable,False,only 1 usable videos (< 15)
fitted,fitted,1,unavailable,False,only 1 usable videos (< 15)
fishing net,fishing net,1,unavailable,False,only 1 usable videos (< 15)
fishing for games,fishing for games,1,unavailable,False,only 1 usable videos (< 15)
fisher man,fisher man,1,unavailable,False,only 1 usable videos (< 15)
fish food,fish food,1,unavailable,False,only 1 usable videos (< 15)
fish as a human food,fish as a human food,1,unavailable,False,only 1 usable videos (< 15)
fish as a food of cattle,fish as a food of cattle,1,unavailable,False,only 1 usable videos (< 15)
floating plants,floating plants,1,unavailable,False,only 1 usable videos (< 15)
flexible,flexible,1,unavailable,False,only 1 usable videos (< 15)
flatulence,flatulence,1,unavailable,False,only 1 usable videos (< 15)
flatfoot,flatfoot,1,unavailable,False,only 1 usable videos (< 15)
flat gardens,flat gardens,1,unavailable,False,only 1 usable videos (< 15)
flat belt,flat belt,1,unavailable,False,only 1 usable videos (< 15)
flat,flat,1,unavailable,False,only 1 usable videos (< 15)
flag,flag,1,unavailable,False,only 1 usable videos (< 15)
fixed rate,fixed rate,1,unavailable,False,only 1 usable videos (< 15)
fixed deposit,fixed deposit,1,unavailable,False,only 1 usable videos (< 15)
emoluments,emoluments,1,unavailable,False,only 1 usable videos (< 15)
emergency medical technician,emergency medical technician,1,unavailable,False,only 1 usable videos (< 15)
embryonic development,embryonic development,1,unavailable,False,only 1 usable videos (< 15)
email,email,1,unavailable,False,only 1 usable videos (< 15)
ellipse tool,ellipse tool,1,unavailable,False,only 1 usable videos (< 15)
eliminate,eliminate,1,unavailable,False,only 1 usable videos (< 15)
fluid pressure,fluid pressure,1,unavailable,False,only 1 usable videos (< 15)
fluctuation,fluctuation,1,unavailable,False,only 1 usable videos (< 15)
flowers for pot,flowers for pot,1,unavailable,False,only 1 usable videos (< 15)
flowering hedges,flowering hedges,1,unavailable,False,only 1 usable videos (< 15)
flower for recreation,flower for recreation,1,unavailable,False,only 1 usable videos (< 15)
flower for medical importance,flower for medical importance,1,unavailable,False,only 1 usable videos (< 15)
flower for exhibition,flower for exhibition,1,unavailable,False,only 1 usable videos (< 15)
flower for controlling soil erosion,flower for controlling soil erosion,1,unavailable,False,only 1 usable videos (< 15)
flower for beautification,flower for beautification,1,unavailable,False,only 1 usable videos (< 15)
flouresence,flouresence,1,unavailable,False,only 1 usable videos (< 15)
flounce  hem,flounce  hem,1,unavailable,False,only 1 usable videos (< 15)
floriculture,floriculture,1,unavailable,False,only 1 usable videos (< 15)
floppy drive,floppy drive,1,unavailable,False,only 1 usable videos (< 15)
floppy disk,floppy disk,1,unavailable,False,only 1 usable videos (< 15)
floppy,floppy,1,unavailable,False,only 1 usable videos (< 15)
flooring,flooring,1,unavailable,False,only 1 usable videos (< 15)
foreign,foreign,1,unavailable,False,only 1 usable videos (< 15)
forehead,forehead,1,unavailable,False,only 1 usable videos (< 15)
footpath,footpath,1,unavailable,False,only 1 usable videos (< 15)
football,football,1,unavailable,False,only 1 usable videos (< 15)
footage,footage,1,unavailable,False,only 1 usable videos (< 15)
foot body part,foot body part,1,unavailable,False,only 1 usable videos (< 15)
foolish,foolish,1,unavailable,False,only 1 usable videos (< 15)
fool,fool,1,unavailable,False,only 1 usable videos (< 15)
font weight,font weight,1,unavailable,False,only 1 usable videos (< 15)
folio,folio,1,unavailable,False,only 1 usable videos (< 15)
folder,folder,1,unavailable,False,only 1 usable videos (< 15)
fog,fog,1,unavailable,False,only 1 usable videos (< 15)
focal length,focal length,1,unavailable,False,only 1 usable videos (< 15)
fly,fly,1,unavailable,False,only 1 usable videos (< 15)
fluted  pleats,fluted  pleats,1,unavailable,False,only 1 usable videos (< 15)
flush door,flush door,1,unavailable,False,only 1 usable videos (< 15)
electrical engineering,electrical engineering,1,unavailable,False,only 1 usable videos (< 15)
electrical energy,electrical energy,1,unavailable,False,only 1 usable videos (< 15)
electrical burns,electrical burns,1,unavailable,False,only 1 usable videos (< 15)
electric tester,electric tester,1,unavailable,False,only 1 usable videos (< 15)
electric charge,electric charge,1,unavailable,False,only 1 usable videos (< 15)
electric car,electric car,1,unavailable,False,only 1 usable videos (< 15)
foundation,foundation,1,unavailable,False,only 1 usable videos (< 15)
fossll fueis,fossll fueis,1,unavailable,False,only 1 usable videos (< 15)
fornication,fornication,1,unavailable,False,only 1 usable videos (< 15)
formula,formula,1,unavailable,False,only 1 usable videos (< 15)
former,former,1,unavailable,False,only 1 usable videos (< 15)
fork,fork,1,unavailable,False,only 1 usable videos (< 15)
forgive,forgive,1,unavailable,False,only 1 usable videos (< 15)
forged,forged,1,unavailable,False,only 1 usable videos (< 15)
forever,forever,1,unavailable,False,only 1 usable videos (< 15)
forest,forest,1,unavailable,False,only 1 usable videos (< 15)
freexing,freexing,1,unavailable,False,only 1 usable videos (< 15)
fray  edges,fray  edges,1,unavailable,False,only 1 usable videos (< 15)
fraud,fraud,1,unavailable,False,only 1 usable videos (< 15)
frank,frank,1,unavailable,False,only 1 usable videos (< 15)
fourteen,fourteen,1,unavailable,False,only 1 usable videos (< 15)
four cricket,four cricket,1,unavailable,False,only 1 usable videos (< 15)
four,four,1,unavailable,False,only 1 usable videos (< 15)
foundation organization,foundation organization,1,unavailable,False,only 1 usable videos (< 15)
electron,electron,1,unavailable,False,only 1 usable videos (< 15)
electromagnetic wave,electromagnetic wave,1,unavailable,False,only 1 usable videos (< 15)
electromagnet,electromagnet,1,unavailable,False,only 1 usable videos (< 15)
electrolyte,electrolyte,1,unavailable,False,only 1 usable videos (< 15)
electricity,electricity,1,unavailable,False,only 1 usable videos (< 15)
electrical tester,electrical tester,1,unavailable,False,only 1 usable videos (< 15)
electrical service,electrical service,1,unavailable,False,only 1 usable videos (< 15)
electrical leakage,electrical leakage,1,unavailable,False,only 1 usable videos (< 15)
frock,frock,1,unavailable,False,only 1 usable videos (< 15)
froage crops,froage crops,1,unavailable,False,only 1 usable videos (< 15)
frisbee,frisbee,1,unavailable,False,only 1 usable videos (< 15)
electric bus,electric bus,1,unavailable,False,only 1 usable videos (< 15)
electric bike,electric bike,1,unavailable,False,only 1 usable videos (< 15)
electric appliances,electric appliances,1,unavailable,False,only 1 usable videos (< 15)
elder brother,elder brother,1,unavailable,False,only 1 usable videos (< 15)
elastic,elastic,1,unavailable,False,only 1 usable videos (< 15)
el salvador,el salvador,1,unavailable,False,only 1 usable videos (< 15)
eighteen,eighteen,1,unavailable,False,only 1 usable videos (< 15)
eight,eight,1,unavailable,False,only 1 usable videos (< 15)
eggplant,eggplant,1,unavailable,False,only 1 usable videos (< 15)
edge,edge,1,unavailable,False,only 1 usable videos (< 15)
frictional force,frictional force,1,unavailable,False,only 1 usable videos (< 15)
frequency,frequency,1,unavailable,False,only 1 usable videos (< 15)
freezing,freezing,1,unavailable,False,only 1 usable videos (< 15)
galvanometer,galvanometer,1,unavailable,False,only 1 usable videos (< 15)
galaxy,galaxy,1,unavailable,False,only 1 usable videos (< 15)
future,future,1,unavailable,False,only 1 usable videos (< 15)
fuse,fuse,1,unavailable,False,only 1 usable videos (< 15)
funnel  neck,funnel  neck,1,unavailable,False,only 1 usable videos (< 15)
funeral pyre,funeral pyre,1,unavailable,False,only 1 usable videos (< 15)
funeral cremation,funeral cremation,1,unavailable,False,only 1 usable videos (< 15)
funds,funds,1,unavailable,False,only 1 usable videos (< 15)
funding,funding,1,unavailable,False,only 1 usable videos (< 15)
fund,fund,1,unavailable,False,only 1 usable videos (< 15)
fumiture,fumiture,1,unavailable,False,only 1 usable videos (< 15)
full frame,full frame,1,unavailable,False,only 1 usable videos (< 15)
fryers,fryers,1,unavailable,False,only 1 usable videos (< 15)
fry,fry,1,unavailable,False,only 1 usable videos (< 15)
frustrate,frustrate,1,unavailable,False,only 1 usable videos (< 15)
fruit disease,fruit disease,1,unavailable,False,only 1 usable videos (< 15)
gas,gas,1,unavailable,False,only 1 usable videos (< 15)
garib rath express,garib rath express,1,unavailable,False,only 1 usable videos (< 15)
garage door opener,garage door opener,1,unavailable,False,only 1 usable videos (< 15)
garage,garage,1,unavailable,False,only 1 usable videos (< 15)
gangtok,gangtok,1,unavailable,False,only 1 usable videos (< 15)
gang box,gang box,1,unavailable,False,only 1 usable videos (< 15)
gandhinagar,gandhinagar,1,unavailable,False,only 1 usable videos (< 15)
eczema,eczema,1,unavailable,False,only 1 usable videos (< 15)
economic importance of fish in india,economic importance of fish in india,1,unavailable,False,only 1 usable videos (< 15)
economic,economic,1,unavailable,False,only 1 usable videos (< 15)
echo,echo,1,unavailable,False,only 1 usable videos (< 15)
earth rammer,earth rammer,1,unavailable,False,only 1 usable videos (< 15)
ear,ear,1,unavailable,False,only 1 usable videos (< 15)
ganapathi,ganapathi,1,unavailable,False,only 1 usable videos (< 15)
gamma ray,gamma ray,1,unavailable,False,only 1 usable videos (< 15)
games,games,1,unavailable,False,only 1 usable videos (< 15)
germination,germination,1,unavailable,False,only 1 usable videos (< 15)
german measles rubella,german measles rubella,1,unavailable,False,only 1 usable videos (< 15)
geothermal energy,geothermal energy,1,unavailable,False,only 1 usable videos (< 15)
georgia,georgia,1,unavailable,False,only 1 usable videos (< 15)
geometry,geometry,1,unavailable,False,only 1 usable videos (< 15)
geodetic surveying,geodetic surveying,1,unavailable,False,only 1 usable videos (< 15)
geodetic survey,geodetic survey,1,unavailable,False,only 1 usable videos (< 15)
genius,genius,1,unavailable,False,only 1 usable videos (< 15)
general secretary,general secretary,1,unavailable,False,only 1 usable videos (< 15)
general ladger,general ladger,1,unavailable,False,only 1 usable videos (< 15)
general,general,1,unavailable,False,only 1 usable videos (< 15)
gazette,gazette,1,unavailable,False,only 1 usable videos (< 15)
gas tractor,gas tractor,1,unavailable,False,only 1 usable videos (< 15)
gas pipe,gas pipe,1,unavailable,False,only 1 usable videos (< 15)
gas lighter,gas lighter,1,unavailable,False,only 1 usable videos (< 15)
gas equation,gas equation,1,unavailable,False,only 1 usable videos (< 15)
dussehra,dussehra,1,unavailable,False,only 1 usable videos (< 15)
duronto express,duronto express,1,unavailable,False,only 1 usable videos (< 15)
durga,durga,1,unavailable,False,only 1 usable videos (< 15)
duration,duration,1,unavailable,False,only 1 usable videos (< 15)
glass block,glass block,1,unavailable,False,only 1 usable videos (< 15)
give,give,1,unavailable,False,only 1 usable videos (< 15)
girlfriend,girlfriend,1,unavailable,False,only 1 usable videos (< 15)
gionee,gionee,1,unavailable,False,only 1 usable videos (< 15)
giga byte,giga byte,1,unavailable,False,only 1 usable videos (< 15)
gift,gift,1,unavailable,False,only 1 usable videos (< 15)
ghost,ghost,1,unavailable,False,only 1 usable videos (< 15)
ghee,ghee,1,unavailable,False,only 1 usable videos (< 15)
ghana,ghana,1,unavailable,False,only 1 usable videos (< 15)
geyser,geyser,1,unavailable,False,only 1 usable videos (< 15)
get up,get up,1,unavailable,False,only 1 usable videos (< 15)
get,get,1,unavailable,False,only 1 usable videos (< 15)
go air,go air,1,unavailable,False,only 1 usable videos (< 15)
glue gun,glue gun,1,unavailable,False,only 1 usable videos (< 15)
glue,glue,1,unavailable,False,only 1 usable videos (< 15)
globe,globe,1,unavailable,False,only 1 usable videos (< 15)
glass stab,glass stab,1,unavailable,False,only 1 usable videos (< 15)
glass cutter,glass cutter,1,unavailable,False,only 1 usable videos (< 15)
glass bod,glass bod,1,unavailable,False,only 1 usable videos (< 15)
e-mail,e-mail,1,unavailable,False,only 1 usable videos (< 15)
e-book,e-book,1,unavailable,False,only 1 usable videos (< 15)
e office portal,e office portal,1,unavailable,False,only 1 usable videos (< 15)
dysuria,dysuria,1,unavailable,False,only 1 usable videos (< 15)
dwarf ornamental hedges,dwarf ornamental hedges,1,unavailable,False,only 1 usable videos (< 15)
dwarf,dwarf,1,unavailable,False,only 1 usable videos (< 15)
dvd,dvd,1,unavailable,False,only 1 usable videos (< 15)
duster,duster,1,unavailable,False,only 1 usable videos (< 15)
dust,dust,1,unavailable,False,only 1 usable videos (< 15)
gprs,gprs,1,unavailable,False,only 1 usable videos (< 15)
gossip,gossip,1,unavailable,False,only 1 usable videos (< 15)
google pay,google pay,1,unavailable,False,only 1 usable videos (< 15)
google map,google map,1,unavailable,False,only 1 usable videos (< 15)
google chat,google chat,1,unavailable,False,only 1 usable videos (< 15)
goods retumed,goods retumed,1,unavailable,False,only 1 usable videos (< 15)
goods,goods,1,unavailable,False,only 1 usable videos (< 15)
goodbye,goodbye,1,unavailable,False,only 1 usable videos (< 15)
good night,good night,1,unavailable,False,only 1 usable videos (< 15)
good morning,good morning,1,unavailable,False,only 1 usable videos (< 15)
good afternoon,good afternoon,1,unavailable,False,only 1 usable videos (< 15)
golf,golf,1,unavailable,False,only 1 usable videos (< 15)
goldfish,goldfish,1,unavailable,False,only 1 usable videos (< 15)
golden temple,golden temple,1,unavailable,False,only 1 usable videos (< 15)
godet,godet,1,unavailable,False,only 1 usable videos (< 15)
god,god,1,unavailable,False,only 1 usable videos (< 15)
drum,drum,1,unavailable,False,only 1 usable videos (< 15)
drug overdose,drug overdose,1,unavailable,False,only 1 usable videos (< 15)
drug addiction,drug addiction,1,unavailable,False,only 1 usable videos (< 15)
drug abuse and addiction,drug abuse and addiction,1,unavailable,False,only 1 usable videos (< 15)
drown,drown,1,unavailable,False,only 1 usable videos (< 15)
green hand,green hand,1,unavailable,False,only 1 usable videos (< 15)
green bean,green bean,1,unavailable,False,only 1 usable videos (< 15)
greedy,greedy,1,unavailable,False,only 1 usable videos (< 15)
gravity,gravity,1,unavailable,False,only 1 usable videos (< 15)
graphics,graphics,1,unavailable,False,only 1 usable videos (< 15)
grapes,grapes,1,unavailable,False,only 1 usable videos (< 15)
grandson,grandson,1,unavailable,False,only 1 usable videos (< 15)
grammar,grammar,1,unavailable,False,only 1 usable videos (< 15)
grain,grain,1,unavailable,False,only 1 usable videos (< 15)
graft,graft,1,unavailable,False,only 1 usable videos (< 15)
graders,graders,1,unavailable,False,only 1 usable videos (< 15)
guard,guard,1,unavailable,False,only 1 usable videos (< 15)
grudge,grudge,1,unavailable,False,only 1 usable videos (< 15)
growth,growth,1,unavailable,False,only 1 usable videos (< 15)
groundnut,groundnut,1,unavailable,False,only 1 usable videos (< 15)
ground water,ground water,1,unavailable,False,only 1 usable videos (< 15)
grommets,grommets,1,unavailable,False,only 1 usable videos (< 15)
grind,grind,1,unavailable,False,only 1 usable videos (< 15)
grill,grill,1,unavailable,False,only 1 usable videos (< 15)
grenade,grenade,1,unavailable,False,only 1 usable videos (< 15)
duranta spinosa,duranta spinosa,1,unavailable,False,only 1 usable videos (< 15)
duplicate,duplicate,1,unavailable,False,only 1 usable videos (< 15)
duffle,duffle,1,unavailable,False,only 1 usable videos (< 15)
dry cell,dry cell,1,unavailable,False,only 1 usable videos (< 15)
drunk driving law,drunk driving law,1,unavailable,False,only 1 usable videos (< 15)
drunk driving,drunk driving,1,unavailable,False,only 1 usable videos (< 15)
drumstick,drumstick,1,unavailable,False,only 1 usable videos (< 15)
drawing,drawing,1,unavailable,False,only 1 usable videos (< 15)
hacksaw,hacksaw,1,unavailable,False,only 1 usable videos (< 15)
hack saw frame,hack saw frame,1,unavailable,False,only 1 usable videos (< 15)
hack saw blade,hack saw blade,1,unavailable,False,only 1 usable videos (< 15)
habit,habit,1,unavailable,False,only 1 usable videos (< 15)
guwahati,guwahati,1,unavailable,False,only 1 usable videos (< 15)
gutka,gutka,1,unavailable,False,only 1 usable videos (< 15)
gurunanak jayanthi,gurunanak jayanthi,1,unavailable,False,only 1 usable videos (< 15)
guru nanak,guru nanak,1,unavailable,False,only 1 usable videos (< 15)
gulab jamun,gulab jamun,1,unavailable,False,only 1 usable videos (< 15)
guitar,guitar,1,unavailable,False,only 1 usable videos (< 15)
guinea,guinea,1,unavailable,False,only 1 usable videos (< 15)
guilt,guilt,1,unavailable,False,only 1 usable videos (< 15)
guide,guide,1,unavailable,False,only 1 usable videos (< 15)
guess,guess,1,unavailable,False,only 1 usable videos (< 15)
guava,guava,1,unavailable,False,only 1 usable videos (< 15)
hammer,hammer,1,unavailable,False,only 1 usable videos (< 15)
halting allowance,halting allowance,1,unavailable,False,only 1 usable videos (< 15)
halter top,halter top,1,unavailable,False,only 1 usable videos (< 15)
haji ali dargah,haji ali dargah,1,unavailable,False,only 1 usable videos (< 15)
hairdresser,hairdresser,1,unavailable,False,only 1 usable videos (< 15)
hair clip,hair clip,1,unavailable,False,only 1 usable videos (< 15)
hail,hail,1,unavailable,False,only 1 usable videos (< 15)
dropped  armhole sleeve,dropped  armhole sleeve,1,unavailable,False,only 1 usable videos (< 15)
droplet,droplet,1,unavailable,False,only 1 usable videos (< 15)
dropbox,dropbox,1,unavailable,False,only 1 usable videos (< 15)
drop cap,drop cap,1,unavailable,False,only 1 usable videos (< 15)
drizzle,drizzle,1,unavailable,False,only 1 usable videos (< 15)
drip irrigation,drip irrigation,1,unavailable,False,only 1 usable videos (< 15)
drink,drink,1,unavailable,False,only 1 usable videos (< 15)
drilling machine pedestal,drilling machine pedestal,1,unavailable,False,only 1 usable videos (< 15)
drill bit,drill bit,1,unavailable,False,only 1 usable videos (< 15)
dosa,dosa,1,unavailable,False,only 1 usable videos (< 15)
donald duck,donald duck,1,unavailable,False,only 1 usable videos (< 15)
harvest,harvest,1,unavailable,False,only 1 usable videos (< 15)
hariyana,hariyana,1,unavailable,False,only 1 usable videos (< 15)
hardware,hardware,1,unavailable,False,only 1 usable videos (< 15)
hard of hearing,hard of hearing,1,unavailable,False,only 1 usable videos (< 15)
harass,harass,1,unavailable,False,only 1 usable videos (< 15)
happen,happen,1,unavailable,False,only 1 usable videos (< 15)
hands,hands,1,unavailable,False,only 1 usable videos (< 15)
handpump water,handpump water,1,unavailable,False,only 1 usable videos (< 15)
handle,handle,1,unavailable,False,only 1 usable videos (< 15)
handicapped,handicapped,1,unavailable,False,only 1 usable videos (< 15)
handcuffs,handcuffs,1,unavailable,False,only 1 usable videos (< 15)
hand sanitizer,hand sanitizer,1,unavailable,False,only 1 usable videos (< 15)
hand rail,hand rail,1,unavailable,False,only 1 usable videos (< 15)
hand,hand,1,unavailable,False,only 1 usable videos (< 15)
hdfc  bank,hdfc  bank,1,unavailable,False,only 1 usable videos (< 15)
have,have,1,unavailable,False,only 1 usable videos (< 15)
