uid,gloss,duration,category
C201-UUFUDg,nationalist congress party,5,politics
C2FMG7QWfCo,avalanche,7,event
C34PxLKD8OM_1,toes,9,biology
C39QX6etLxw_1,business,6,banking
C4B6Nezrmxw_2,original,9,attribute
C5DI23vAhYo_1,lion,6,flora and fauna
C5lKWeivlFY,youth association of the deaf india,3,organisation
C6Lf2U0ZDmQ_1,angry,6,emotion
C6NYbD05HIo,bank branch name,6,banking
C7tQarNFXJo_1,voluntarily,6,behavior
C7zW-Cuv3tU_1,parrot,7,flora and fauna
C8NKSCbnodM_1,sea,8,geography
C9ZLmgNDV_Y,salman khan,4,human
CAKl640s6UE,reason,3,abstract
CBXCId8jHAA,teaser bull,14,medical
CBdApLFUzYs_1,far,6,spatial position
CBgYsD9T-uI_1,watch,8,action
CCLHQe8fETs_2,projectile motion,10,physics
CD7q4E7thng,true,4,abstract
CDd6olbtjWE,local,5,spatial position
CEHCaHC8hK0,sit,3,action
CELYbb3X9fk,mechanic,6,profession
CEiO3djH-zg_2,superposltion,9,physics
CEsvPmZQ7c4_1,slim,7,attribute
CGNDUJWk96I_2,positive error,9,math
CGWUtV3bpgc_1,kanpur,6,geography
CH_cyrmtUd0_1,mixer,6,machine
CHt94rpZVOI,vodafone,5,organisation
CKCqZpXdLU4_1,bridge,6,construction
CKRWnL9qBDo_1,hide,5,spatial position
CKkHv_YeHWU,corn,5,foods and drinks
CLjivq1wW6E,bile duct cancer,15,medical
CLxxQFQiTic,zip,4,utility item
CNIlm20ulSs_1,expensive,7,attribute
CNL5igD7Z9U_1,twins,9,biology
CNfxuVjZuh4_1,inch,6,metric
CNnZQINfB8E,college,6,education
CO-YipjVoj4_1,certificate,6,readable
COAl-bQOrFU_2,refractive index,10,physics
CPPp4bkc2M0,classification of hedges,11,action
CPitVthnjH4,love marriage,15,relation
CPzNAqruek8,post office,4,construction
CR2NKbXEI-A,rail road switch,7,transport
CRdSfDtdSj8_2,pole,12,astronomical
CSY_YI5A3uw_1,september,6,time
CTZLTOTcRtg_2,velocity,7,physics
CU60FAVcxnc_1,solicitor,9,profession
CUNH7UOyYGI_1,spider,6,flora and fauna
CXEDTo1PXCg,no,4,abstract
CXLZ3svHfGc,lace edge binding,9,process
CXOPG4pJxDI_1,hear,8,sound
CX_0sOJ8AiI_1,bus,6,transport
CXzmFPBwjzs_2,north pole,11,geography
CYE_fagx7yo_2,liquid fuels,11,substance
C_7MNhDkut4,tripura,5,geography
C_H7DeMnOQ8,abuttal,8,legal
C_HK0uWAt8I,november,5,time
C_VE9wu76So,potty,4,biology
C_VIItfSFdU,ewe,10,flora and fauna
C_pnntfY2qw,l square,7,instrument
CbscRBBGtT8,tractor,4,transport
Cc7VwcMMTqk,gas tractor,8,transport
CcX4eD-UArI_2,circle,13,math
CcsJ-D4YAMI_1,morning,7,time
Cd0f7fvtGTg,absent,5,abstract
Cdb8BFpFWqo,division,3,action
CeGVf78K8jg,anorak,8,wearable
CfFtNMRV6Y8_1,cap,6,wearable
CfNlpbflIQU,court hall,9,legal
CfRFZ0IFp3Y_2,thermometer,9,miscellaneous object
CgJ5_Y60Uu0_2,piston,9,miscellaneous object
CggX-rNVSxc_1,omit,6,action
Cgk-fX-KFhw,livelihood,5,abstract
Cgs1MibMXJ0,eat,4,action
Ci-i1-FzGTU,superfast express,6,transport
CjL55F1EpNk,contractual,6,legal
CjZKfMv3QsA_2,increase,9,comparator
ClLC-JSUEq4,coloured follage shrubs,10,flora and fauna
ClwPsyQ5iKQ_1,late,6,time
ClxK5dEsoZk_1,abeyance,8,banking
CmAtK2kV6GY,pray,4,action
Cn1Q6q6XtMI,skiing,3,sport
CoA255C3aAU_2,inverse,9,math
CoKtBDPhPbg,self-reflect,5,attribute
CoMoRzQiKm8_1,coin,9,banking
Codai31kUpE_1,give,6,action
CowXY9IdbxA_2,uniform,8,quantity
CoxdEUEw9Lw,wolf,6,flora and fauna
CpYIKn7qaIY,left,4,spatial position
CpbiUt_BR3U,process,4,event
CqOegR2Dg14,dwarf ornamental hedges,14,flora and fauna
CqbFltbrM-s_1,lock,8,machine
CqilPDcjxRc,fly,4,flora and fauna
Cqtgx6BSkRk,umpire,5,human
CrKUKDtOtSw,foundation,10,construction
CsVqdOkFe4Y_1,pick,6,action
Csudbq04CV0,cook,5,foods and drinks
CtWGmhj6scQ_1,vehicles,7,transport
Ctij9uzbRTU,younger,4,comparator
Ctsn9y9OSCk,stationery,6,utility item
CuOhMZjaUS8_2,magnet,9,physics
CujxTrMxQEw_1,declaration,12,action
CvB9G9rAoNY,stuck,5,stage
CveKv8LNSOI_1,insult,6,action
CvkYlSWEfL4_2,simple  microscope,8,instrument
CvppYfpiXyM,wood plane,10,miscellaneous object
Cw13fIyVSNA,take,4,action
CwdQO_zlNyE,side mirror,6,utility item
CyV5-k-6JFk,mizoram,5,geography
CyY-qOh0k4U_1,account closing,14,banking
Cyn1WPoqLHM_1,town,6,geography
Cz3KCbolavI,camel,5,flora and fauna
D-6BxGJ0ru8_1,wish,7,abstract
D-6KziM3_ac,monkey,7,flora and fauna
D-DoLPV-QRg_1,unlawful,7,legal
D12hlBiVjck,opposite,4,comparator
D19X5MhzZcE,english,3,language
D1NuUfSrJq8_1,yellow,8,attribute
D2Ayu0l7M78,tonic,4,substance
D2r4zIgoqkg,andhra pradesh,4,geography
D2w1j6MXK-s_2,hydrautic lift,12,machine
D3-jY-B3kFo,unix,7,computer
D38jZfxOtFs_1,europe,8,geography
D3MeXacclFw,breathalyzer test,12,medical
D3USBJo5zLA_1,introduce,6,action
D4mWoGRHBYc_1,disapproval,9,gesture
D5jXj8nf-Sg_1,spoil,7,action
D5ynpqL8HC4_1,multiply,7,math
D6MP5temHtg_1,chocolate,6,foods and drinks
D6jjiguTEmI_1,account profit and loss,15,banking
D7hi8QdSnq8,middle,4,comparator
D9ihUabRKIQ_2,green,8,colour
D9jI_HByl1Q,united arab emirates,4,geography
DA0Ma_9R3HU,pick,3,action
DAgfV9RRVsw_1,umbrella,8,utility item
DAhaM4E1wSM,candle,6,utility item
DAkf0SjQpuk_1,alive,6,stage
DBMZ92qq6fY_1,bible,6,readable
DBUTlAHjWlI,fine,4,legal
DCH3d-S6BlI,endure,4,action
DCRybq5sYAA_1,winding up,7,action
DCjd5dJLuF4,zebra,5,flora and fauna
DCwA5BuGHa8_1,they,4,relation
DD9K1ojKj_k,taj hotel,7,construction
DDusbrXIyaA,tailor,5,profession
DF_pD6nnqRk,monocotyledonae,11,flora and fauna
DG2hfDpWdMQ_1,good,7,quality
DHihi8AG0ck_1,cancel,6,action
DHr0LlZd0cs_2,attraction,8,physics
DJzxcG2JLTA,experiment,6,process
DKuMCtyj8ik_2,infinity,8,math
DMDAXFRPJBs_1,rose,7,flora and fauna
DM_xL10khbo_1,skin,9,biology
DMaN0jUw3pU,pickle,7,foods and drinks
DMxZHUZ7u88_1,seat,6,utility item
DNF5QY7x2Lc_1,hardworking,8,behavior
DNP9-5px_mA,hook worm disease,9,biology
DNVOzTx47ew,gas lighter,5,utility item
DNk0c1RwBJ0_1,solve,7,action
DOHpEalcflo,podium,8,miscellaneous object
DPFh6Vtj8nY,indian sign language interpreters association,3,organisation
DPQ-TcGykDw_1,baby,9,stage
DPb0Ariw5Ic,event,5,event
DQZ8UEoRnUs_1,fool,6,behavior
DQg2gfZHQ_0,subdivision,5,authority
DQstNLzwuNg,concealment of identity,14,legal
DRvjyDqrHq4_1,floor,8,construction
DSL5R_AGIiU,computing,13,computer
DSpymhe73eM_1,seed,7,foods and drinks
DSr0qd_JY8w,india gate,6,construction
DTOsm_OuWLM,kindhearted,6,attribute
DTWS5Oy3kcY,maharashtra,4,geography
DU-O8ssmBHg_2,diagonal,10,math
DU-odPNLPio_1,attachment of property,13,banking
DV2QK-flhpc,absolve,12,legal
DVe5knz8gh8,triple,4,quantity
DXj1A4BNsQg,traffic,5,abstract
DY9ZAVPwT8o,stumps,5,sport
DZ55uUFJfTA_2,lunar eclipse,12,astronomical
DZ6eHdrXGC8,green hand,9,behavior
DbQXU9hA1AA_1,mix,6,process
DbWWsUmMXUA_1,banana,7,foods and drinks
DbfHSSkk3Ss,nail cutter,5,utility item
Dbt8wFNY5RI_1,straight,6,spatial position
Dbz-hAaPPvg,chain surveying,9,metric
DcEY17TDRIw_1,aluminium,8,metal and minerals
DcJKQkC-JjY_1,transport,7,transport
DcRRjyNfFJs_1,destroy,6,action
DdEgmEhWnRA,parkinsonia aculeata,15,biology
DfohDPZVlrA_1,mother,9,relation
Dg1FJhcTg2E_2,east,8,spatial position
Dg95uOLJogg_1,copper,9,metal and minerals
DgF0m14DBG0,to retailers,12,process
Dgq7SU6Khls_1,tomorrow,7,time
Dh69YPn9pzU,tractor,7,transport
Dhg5hNpQxQU,tube well,11,construction
DhydZXrTFJ4_2,pentode,11,electronic and electrical
DjEe79bR1M4,sunset,5,event
DkjjHEZzsHE_1,husband,9,relation
DlLsAg0WL68_1,careful,7,attribute
DlTdx-rVtfo,unfair dismissal,6,action
DlyWuMwYeVc_2,orange,12,abstract
Dom49pxvY-M_2,translation of motion,10,physics
DpoUiyIlk2k,forget,4,action
DqnTDIwMoFc,system of feeding poultry,13,organisation
Dr99eNeltzU,3g,3,internet
Ds0rhfDqBrM_1,profit,6,banking
DsIehsrzx7o,pizza,4,foods and drinks
DtVx1FUTYaA_2,sink,9,process
DtZFOZG8tTQ,stair tread,8,construction
DtdeOvkYLo4_1,egg,6,foods and drinks
Dteba6UR1uY,plastering,11,action
Dvpc0R8CfI0,quantity,4,quantity
DwUajipOhHY,motor,6,electronic and electrical
DwrOgyG1P7E_2,carburetor,7,machine
DxotcbkEnMY,general secretary,4,profession
Dy9J-D3RVDw_1,coimbatore,5,geography
DyoiyeHahko_1,small farmer,10,profession
Dywl939W0wU,introduce,4,action
Dz2avlvSTYQ_1,read,6,action
Dz9dFM4Pg3g,allow,3,action
DzL4k1Vy3gc,sandwich,4,foods and drinks
DzyfpdJYBwg,profile levelling,14,physics
E1bMcpst-p8_1,flood,9,event
E1g2vckJJek_1,wheat,5,foods and drinks
E2-FY4q-Kbg,debate,5,action
E2FirzckC_U_1,weak,7,quality
E2GOvDBZhdI_1,resume,8,action
E2SKFVvnt0s,veteran,13,human
E3CEiwzCU94_1,conciliation,11,process
E3IAqXfMjWA,lassi,5,foods and drinks
E4A1ApJjUkE_1,main,9,quality
E4Kp5d5orgA_1,land improvement reform,10,legal
E4_sAfIiflQ,demand draft,6,banking
E4hL5jUFwCk,gloves,4,wearable
E4rnCudFi8c,disappear,5,action
E5mWb7nGYmQ,vishnu,5,religious
E5teJWyr2rA,coach,6,sport
E6-Q2xXxUmc,varieties of mushroom,10,foods and drinks
E6XeodyBzYs_1,deed of sale,12,event
E6yxMBZEYhs,notify,3,action
E7ASHBd0kDs,canada,4,geography
E7okhzFRINQ_1,plate,7,utility item
E7upPuPpLIY_1,poor,7,abstract
E8uf2VM3KCo,get,4,action
E91cfQBn8_4_1,help,7,process
E93MkvU8Hs8,balcony garden,7,construction
E99L8qeeuVk_1,bench,6,utility item
EBdRrVvw25g_2,liquid,10,physics
ED7sE5v2jKE,solve,4,action
EDDN3o-FX9Q,manipur,4,geography
EDEbbnnbHeo_1,july,6,time
EDW7RoRvZOg_2,minute,8,time
EDX7B93iM9k_1,hip,7,biology
ED_25-_F0MI,bookshelf,6,utility item
EDxRoZlrq5A_1,measles,7,biology
EE1cuwsn1IY,hate,5,emotion
EE_BDdMNWTI_1,sector,10,math
EEn5WhsNLfA,minister,4,authority
EF3PXbHGGUM_1,yearly,8,time
EFBQAgXgXEk_1,sheet charge,9,legal
EFPl9sfDRkM,prefer,5,action
EFd9_rQVW6k,pizza,4,foods and drinks
EFuaKRVN4Yw,week,4,time
EGt1EA-YBNw,conclude,6,process
EHWONrQWsVE,baldness,8,attribute
EI3Z7yP6_JQ,my,3,language
EI4ConsbYws_2,geography,10,geography
EIS2HUEopZM_1,sweets,5,foods and drinks
EI_dA2lZLds_1,reasonable notice,7,legal
EJ0UG10b714,wise,4,attribute
EJF-HPyHiYE,post,4,action
EJo7NBj1Qx4,serial killer,10,human
EK6tORg211g_1,devil,5,religious
EKWgFRGdMwU,antartica,5,geography
EKZWNoQFQuw,palm tree,6,flora and fauna
EKp6wIukZRc,kilogram,8,metric
EKr1gGcQlXk_1,kerala,7,geography
EL4UAMc2Kmc_2,circuit,10,physics
ELCvZrWheyk,initiative,8,behavior
ELX_Ak3IKgE_1,north pole,8,geography
ENY1YTTzKao_1,pepper,6,foods and drinks
EPIpofZRHBY_1,purchase,8,action
EQ1yzB0YoPY,delegate west bengal,3,authority
EQMR3agty8g_1,bearer,10,banking
EQpjjm6rZTw,peon,11,profession
EQwPLL2v2bU,neck,4,biology
ERX99VRsSPA_1,walk,8,action
EUJyZCB8UoE,skin,4,biology
EVLxRwi3cNY_2,technoiogy,9,abstract
EVNgPUE-tys_1,milkman,6,profession
EVs45zQ6mTQ,on the basis of use of pond,15,biology
EW6ZzbkYD9g_1,penal interest,8,banking
EWDMPkRnEHI,radish,4,foods and drinks
EWPzum2d02w_1,curtain,9,utility item
EWUNJsze6aE,housefly,6,flora and fauna
EXEEDnScQ8g_1,shares redeemable,9,banking
EXJmDDFi-5g,door,4,construction
EXSLF0azSNs_2,number system,12,math
EXdh8IAeyUk_2,rotational motion,12,physics
EXoZ4SeF5as_1,then,7,time
EYWI_5mkrbc_1,free,7,behavior
EYcuu4ETc4Y,herpes,7,biology
EYhsfoO3_ME_1,shirt,7,wearable
EZ9S6g3CBzM,sweep,9,action
EZpZvb2wicY,okay,4,gesture
EZtR1UdIiBE,peru,4,geography
E_bwQ8SGo8w,foundation organization,7,organisation
Eakl221Gpsg,floppy disk,12,computer
Eakrhy1WezE,share,4,action
Eb1zmjEoyGQ,oriya,6,language
EbmFC4EitxU,pencil,3,utility item
EcCzQVbFiwE,support,5,action
EdGBkBi0xQ4,cold,4,sensation
EdGYkgo-nX0_1,authorised signature,10,authority
EekMLY_SxPo_1,in advance,9,time
EfIcGuRmc84,footage,11,computer
Eg7eVi4c11k,grow,3,time
EgYYB3nHbyU_1,sum,8,math
EgeA95Yf9IQ,soil,6,geography
EgeuAsy-wmc_1,leak,7,process
EgnE1hPwGRs,manjira,6,sound
EhE2_Jd7F-o_2,weekly return,6,banking
EhErcUPHNgg_1,questions,5,abstract
Ehm9mwSc-JU_2,direction,11,geography
Eic6GMcQ9Tc,sing,4,action
EilGxC4fZ4g_1,plate,7,utility item
Ejk3rD52uc0_1,tonic,8,substance
EkK_DEi9vog,mobile,4,electronic and electrical
EkaFWDZrh2E,spur,5,action
EkfwGwI4c6E,fast growing temporary hedges,12,flora and fauna
Ekmr93MXzCE,portugal,3,geography
EktuCHkw7Ss,shoot,4,action
ElXP4DjT3H8_1,friend,10,relation
EmUsRBX9664_2,day,8,time
En8MHpUgipg_1,recurring,6,abstract
EnH0HaNPtsc_1,horse cart,7,transport
EnILR2WEkzc,shoulder pads,13,utility item
EnNw43_8YjY_1,argue,6,behavior
Eni6gYBX_-g,saturday,4,time
EnyO2ToSA20_1,bat,6,sport
EopinjD2-4I_1,knowledge,6,abstract
Eoz8FUQDCKY_2,repulsive force,11,physics
Ep_W1M6FWe0_1,active,7,behavior
EpxAKEtJbdI,itself,3,language
EqGyUaKwRjg,virat kohli,4,human
EsvQpLP_28E,steel rack,10,utility item
EuU5L4V0jsA,flower for recreation,10,flora and fauna
EvZvymz1nRo,karate,3,sport
Evw-przGUxo_2,s.i unit,10,metric
EvwF_HCmPxY,lg mobile,5,organisation
EwbZoVWQ6II,religion,5,religious
EwcX2aXTmUQ,tulip sleeve,9,wearable
ExEPNAW_Zk4,swimming,5,process
Ey1sb2Mq-00_1,belt,6,wearable
EyHkbtQEH4w_2,west,8,spatial position
EzA7vpG_mnw,kitchen,6,foods and drinks
F-NlKJvZ17E_1,cover,6,action
F-aZRY9C6HY_2,osclllatory motion,12,physics
F-nZwpViPqM,perform,6,action
F0Yx7_4Ox0c,shine,4,attribute
F1AvK4jxMuA,nearly,5,attribute
F2SfSlbRkj0,sympathy,6,emotion
F2oFyH9CkpI,psychology,4,biology
F2qZXlYNo38_1,white collar job,9,profession
F3qQXP8EtRs,basic pay,9,banking
F6sn_h1Xea0,nice to meet you,4,greeting
F7s5GtLbtGE,tinda,5,flora and fauna
F7wUQReGNEw,earth,4,geography
F8ZmweysvHM,deaf,4,medical
F9JOa0fXPI4,few,4,quantity
F9qYkNV06NE,fir,10,legal
F9v9eNr0daA_1,vendor,6,profession
F9xcw575Q-A,zoo,6,geography
FAOHczmX7Kc,rolls royce,5,organisation
FCHXqa0qVDo,mile,7,metric
FCMh8YKvD-8_1,like,7,comparator
FCNV_86edvI_1,alone,6,emotion
FD8LpV-MqEM,deadline,5,time
FDV5iLDQiFs_1,bolt,6,instrument
FDpm4DIIUqI,cut,3,action
FEGl-ICREeE_1,newspaper,7,readable
FEi50jcTxxI_1,stop,5,stage
FFAd29BYBxs,self,3,relation
FG0lFws-PWo_1,brown,8,attribute
FGFEkUDv0Xs,policy,5,legal
FHJGiOwpmJ8_1,surname,10,group
FHwjyQeLNuY,stop,5,stage
FIUecHseRiA,light fixture,7,electronic and electrical
FIYZhJAQ3Qo,passbook bank,5,banking
FIj5kYw23Og,sikkim,4,religious
FKzGaTqUqGY_1,prosecution,6,legal
FLG6F5h_LiY_1,tuesday,5,time
FMNrbQN6pX0_1,boxing,5,sport
FNM7gqdOCzQ_1,russia,7,geography
FNwSw0aI6yk,success,4,stage
FOXxYHFHzto_2,material,7,substance
FP83TXugYq4_1,shooting,7,action
FPuKLNX3uKI,star,5,astronomical
FQYd1BVpZ54,sit,3,action
FR_SoS24QTs_1,clever,7,behavior
FSKTNkpTx5Q_1,october,6,time
FTNGNvDqp-g,hair,4,biology
FWGaBkksG7c,submerged weeds,15,flora and fauna
FX4qWqaO0aE_2,bolling point,10,chemistry
FXDVdq4xfbw_1,nervous,7,emotion
FXkWue_0HsY_1,push,6,action
FYU1yAIBMKk,teach,4,action
FYxrZhkb5Zc_2,bread board,10,electronic and electrical
FZ5a1t1hKpw_1,ticket checker,8,profession
FZFeKGTeQ5k_1,owe,5,action
FZrTVPMOSTk_1,august,6,time
F_Bi2czPDcc,greedy,4,behavior
F_es2B9Sgo0,things,4,miscellaneous object
F_ssKRakSBs,goal,4,abstract
F_zWSg0n04A_2,uitraviolet ray,10,physics
FathKZe6_LI,key,5,utility item
FdxGN0ru6F8,india,4,geography
FeI5iTWw_6w_2,refraction,9,physics
Fep0HNXm84k_1,grandfather,11,relation
FfuRz0AuxMs,pay,3,banking
FgId5lNxRyM_1,magnet,7,physics
Fgkks8MEUi8_1,wool,9,utility item
FhgAT_pNTIE,meat,5,foods and drinks
FhsR37rUlRo_1,easter,8,religious
FiEj2MNIRAs_1,fill,5,action
Fjx9s0fJjEA_1,want,6,abstract
FkCaUqcqwpA,drug,3,substance
FkJ_uBF9n88_2,water pollution,8,geography
FlB4FQhBm5M,silver,4,metal and minerals
FlZ8Xekr-JA,work,3,action
FlaNoLJsw-s,remove,4,action
Fls8pLxuhZs,confirm,5,process
FmDMlXXPl9c_1,want,6,abstract
FmR82ugp5Ug_1,shimla,6,geography
FnSIbbCAQ3s,sculptor,11,profession
FnTehW6ik-Y_2,altitude,8,geography
FogwGS1HzIQ,fat test of milk,12,process
Fq1Pqke8_pE,floppy drive,13,computer
FqtbCwFHFrw_1,fraud,5,banking
FrcAMp9yi1k_1,urgent,7,time
Fty9TY6f37g_1,sweat,8,biology
Fu11XkNRBis,simultaneous,4,time
Fu6JYe2kAkg_1,pass,9,abstract
FuP3ROsNQoU,grommets,12,machine
FuoBm8C2wRg_2,interruption,8,action
Fw0sNnw7Jd8,bigamy,12,relation
FxpR_7U84nQ,ally,14,group
G-5rBFFWEIk_1,herself,6,language
G-MJMctXHkY,peter pan collar,9,wearable
G-xw6dwoiBc,balance,4,banking
G-zchviTHUI_1,cricket,5,sport
G0Ii_arG_iA_1,rule,5,authority
G1M2g_Bp2iM,roughages,15,foods and drinks
G1kA8fiQM3Q,cartoon,12,entertainment
G1v0EK67zuc_1,hot to feel,7,sensation
G2Lhs-1HRys,uncomfortable,5,behavior
G3noibPzJ1w_1,fish,6,foods and drinks
G4VFlxK9srU,kinds of germination,13,biology
G6aKn9zvQ8g,cheque drop box,8,banking
G7LqVtoayeo,brain,7,biology
G9ClKgFVe4U,mumbai,4,geography
G9MUHd-IjF4_1,election,8,event
GA00BzF9EpE_2,photographic plate,8,instrument
GAP_IrJE0F0_1,before,5,spatial position
GBvOlmOfz7s,photoperiodism,14,biology
GDbeg02GKjA_2,latitude,14,geography
GE77ptzmP6g,duffle,9,wearable
GES06kpvMl4_1,account current,8,banking
GFWW1CO5rf0_1,selfish,7,behavior
GGBp_AxOgjE_2,average,8,math
GGK97cywvBc,bag,4,utility item
GGV55DgjlHM,nokia mobile,6,electronic and electrical
GGbmYniJ_EM,principal,4,authority
GH5LgcALHiM,tooth,4,biology
GHDSqpqhyUo,budget,5,banking
GHEnNurHKWk_1,leave medical,9,profession
GHp2q1IoF6I,seventeen,4,math
GIoPLi8lba4,name,5,language
GK1Zc8T40Yo,pan,8,utility item
GKyaVPkBIvU,stapler,4,utility item
GLLwgmHVTGM_1,over,6,spatial position
GM5YzHlNbtQ_1,cloth,8,wearable
GMAuU7yQo1k_1,cucumber,7,foods and drinks
GN8ge3CZFWE_2,molecuiar motion,14,physics
GN8sm5YR2kg,subway,6,construction
GNOV9MdthUU_1,tomato,7,foods and drinks
GNULrNz8c64,scraping,6,action
GOwke9T4QOU,verb,4,language
GOxL9etVT9c_1,under developed,7,quality
GPDJy25-tN8_2,audio frequency,10,sound
GPntxbUpP8E,full frame,15,attribute
GQaw-x-oXM0,pencil,4,utility item
GRvD6_yvvdc_2,prism,9,instrument
GSMQDwI83aI,hair clip,4,utility item
GSeKuIBIGWs_1,concentrate,8,sensation
GTNV1gmJDSk,climb,5,action
GUA7UJE53Qc,concrete,6,construction
GWE16XtuLOE_2,wind,8,weather
GWPzuYBtXA4_1,unauthorised,8,legal
GWQ3h3xY7os,pressure cooker,4,utility item
GWXw1ra-nu0_1,leave extraordinary,8,profession
GWn73nB7NsA,reservation,5,group
GXhOBQRBsb4,instagram,3,internet
GXpfHLOLU_4,meghalaya,4,geography
GYVZ3VpzJRI,banana,4,foods and drinks
GZSpfYjY3lM,pause,5,time
GZTuJ6NMvbw,piano,8,instrument
GZagTSm_qhM,shade,7,utility item
GZq28EIBmQs,good,4,quality
GcR4QYxAdmY,enemy,3,relation
Gch0TZZQ_90_1,public,10,attribute
Ge1eIkRgtJk,gold,7,metal and minerals
GeVnlqGHpEA,surat,4,geography
GeeCVBhDSKs,own,4,relation
Gf-58Ft9qEA_1,butter,6,foods and drinks
Gf4_V9dRgZk_1,diabeletes,8,medical
Gfmu5xPqDlI_1,versus,8,comparator
GgsIWmqqgoU,janitor,6,profession
Gh-mMyOy1UY,on,4,spatial position
GhK-KsZ6mlo,bull,5,flora and fauna
GhYMzZZMMJw_1,hand,7,biology
GiOVSFEP2UQ,call,5,action
GjOTwnRW2RM,foolish,6,behavior
GjY2iudi9lM,association,4,organisation
GjqR1Zt5Yjw,pune,4,geography
GkpQNio4dSE,shy,3,behavior
GktQpaPsNAk_2,main scale,9,instrument
Gl6b4xJGc5k_1,friday,5,time
GleVWSS5dmo,pen drive,4,electronic and electrical
GlsK0Ejjyhg,blackboard duster,8,education
Gm2HCSz7Jqg_1,father,9,relation
GoDqsUZU5yk_1,woman,10,human
GoO-VsRxG18,losses due to exessive water,10,biology
GogzZTi_jfM_1,reform,12,action
Gpjn1Iun6CI,warm,7,weather
GppkFygxOyQ_1,dislike,6,comparator
GqCMtSaTMwQ_1,november,5,time
GrNwG3wnIsI_1,capital,7,legal
GsXkUJU2csA,methods of drainage,9,instrument
Gsl-Lhf3-PQ_1,year book,7,readable
Gt1EHmS3kN0,kerning,12,attribute
GtNAGLonyLA_2,nucleus,11,physics
GtaZHYq-u_M_1,dig,5,action
Gu2kSZvVPUs_1,mason,7,profession
Gv8Q72yX4Yk,environment,4,biology
GvXNaIt8FiA_1,idd,8,event
GvfT7dP2zhk_2,sunlight,10,physics
Gvg-342aMWE_1,finance,7,banking
Gw8cGxVbFZY_1,head,7,biology
GxT75TdGS5E_1,strong room,8,quality
GxrEeXKP7mQ_2,input,9,process
Gy0xJk_gGZ8_1,operation,6,medical
GyQ1wh7tiaU_1,bear,6,flora and fauna
GybjWmdp4jM,suzuki car,5,transport
GyhrF2L7s74,vocation,5,profession
GzUACVmJWyc,misunderstand,4,emotion
H-CvK4W6-SM,week,6,time
H-PnLVGWrto_1,shy,6,behavior
H-QyPKHdBpo_1,examination,7,education
H-ZAN_q1XtI_1,lose,5,sport
H0G_jCcuCWU,which,4,abstract
H0k_c6twr-Y_1,date,5,time
H1BtHoJ_5gs_1,reply,6,action
H1Zt1GDnh-8,startle,6,behavior
H2RHQ43Nly4_1,fat,6,attribute
H4L55c2xeMI_1,plough,6,instrument
H4pn0Iqrg8A,notify,5,action
H4ymr2I-3P4_1,level rate,11,banking
H5ta0C2Sz2I,baby,9,stage
H5vUC_UZZfQ_1,cancer,8,medical
H6hAtqg32n8_2,speed,7,physics
H6zu3PFDwnc_1,mumps,6,biology
H84q83Jmhhk,return,4,action
H90EE4ZyShY,arunachal pradesh,5,geography
H9nx2rpmH04,straight,3,spatial position
HB3JdzM5I8g_1,disolution,10,banking
HBz_sjo1RHM,decide,7,action
HCLav_Tthvk,tamil,4,language
HCpfu2Ud4GE,supreme court,12,construction
HDx7Jb5t5L0,swine farming,11,process
HE1mqIDP_Ik,punjab national bank,5,organisation
HE7cOw_O6cA,century,11,time
HG8PkQFk6po_1,cut,6,action
HIZYnYZpipc,split,4,action
HJLgJ0K4-pk,reduce,5,action
HJVvCxf2J4Y,west indies,4,geography
HK6mbwMGSew,insult,4,action
HKlXMGJXHZs,triangle,9,math
HLCUp2wfqLg_1,joumal,13,readable
HLHBZen5qdE,font weight,7,attribute
HLJXFFx-auI,stressed,4,behavior
HLLUUMdZkFk_1,sweep,7,action
HLngaK2mDAo,bosnia-herzegovina,4,geography
HMR5t5IGwCQ,epistaxis,10,medical
HMd3blEQ8g4,namibia,3,geography
HNF-z7j8p0A,repeat,4,action
HN_Fa-Ow650_1,sc,9,group
HPhGTpO7cvc_1,bowl,5,utility item
HRUodmwylRw_1,sunflower,7,flora and fauna
HSEV-Y2g3A8,come,3,process
HSL4JTtYSXk_2,size,8,quantity
HSVMcyMhWvI_2,heat engine,10,machine
HSxlr1h3TyM,pamphlet,6,utility item
HTLUdvrsUTU,to consumers,7,process
HT_22dYhzpI_1,shoe,7,wearable
HToUF5z-YGw_1,urdu,7,language
HTy7MUaROK8,january,6,time
HUax1aYesBo,nothing,4,abstract
HV7L78k5KeE,seventh,6,math
HWCGrOC9jmo_2,revolution,12,event
HWsnuUvNGuM_1,immediate,8,time
HYVbXUFLsno_1,milli litre,6,metric
HZDbJEL4RA4_1,parental,10,relation
HZJbA05pxEg_1,ooty,6,geography
HZKmJZ3VpIg,style,3,attribute
HZkFyzvt5LA,power hacksaw,10,instrument
HaYoTqtme1k_1,designing,6,action
HahAjlg8Uxc_2,destroy,8,action
HbU2GkRlLb0,ball pein hammer,15,utility item
HbZjNSy4OHE_1,waterfall,7,geography
Hbj74PbhIzc,hygiene,15,attribute
Hcp9WsOvexQ,jack plane,4,instrument
Hdt6acHjd3I_1,meet,6,group
HdtJulX0Koo_2,direct current,10,physics
Hdvjnsplcx8_1,knife,6,utility item
Hg3An9HPABQ,milter stripes,9,wearable
Hgv4G60B5Fc_2,development,9,action
Hh69480i03w,transgender,5,group
