uid,gloss,duration,category,video_path,official_partition
ARS_u1Op3gw,types of water garden,11.0,flora and fauna,CISLR_v1.5-a_videos/ARS_u1Op3gw.mp4,prototype
ARSm5la19W4_1,maharastra,7.0,geography,CISLR_v1.5-a_videos/ARSm5la19W4_1.mp4,prototype
AUnzt1FRoRk,qualification,4.0,abstract,CISLR_v1.5-a_videos/AUnzt1FRoRk.mp4,prototype
AUqBZl760Lg_1,principal,7.0,authority,CISLR_v1.5-a_videos/AUqBZl760Lg_1.mp4,prototype
AV6KYwLsbfY,infanticide,13.0,action,CISLR_v1.5-a_videos/AV6KYwLsbfY.mp4,prototype
AVjyszuck8E,freeze,3.0,process,CISLR_v1.5-a_videos/AVjyszuck8E.mp4,prototype
AW-lxiaveRY,sand,5.0,geography,CISLR_v1.5-a_videos/AW-lxiaveRY.mp4,test
AWMcypBB9WY_1,ring,6.0,miscellaneous object,CISLR_v1.5-a_videos/AWMcypBB9WY_1.mp4,prototype
AX7RoHSCLPk_1,jesus,5.0,religious,CISLR_v1.5-a_videos/AX7RoHSCLPk_1.mp4,prototype
AXkvz_N39pg,wifi,4.0,internet,CISLR_v1.5-a_videos/AXkvz_N39pg.mp4,test
AXzNbOMMZ6Y,bodice,7.0,wearable,CISLR_v1.5-a_videos/AXzNbOMMZ6Y.mp4,prototype
AY5ZDfd57vc,pen drive,5.0,electronic and electrical,CISLR_v1.5-a_videos/AY5ZDfd57vc.mp4,prototype
AYTEzWH7BYY,assistant professor,5.0,profession,CISLR_v1.5-a_videos/AYTEzWH7BYY.mp4,prototype
AZ71WPBDNuM,format,15.0,attribute,CISLR_v1.5-a_videos/AZ71WPBDNuM.mp4,prototype
AZBsekRB7zY_1,track,8.0,construction,CISLR_v1.5-a_videos/AZBsekRB7zY_1.mp4,prototype
A_ghucv_daw,panic,5.0,emotion,CISLR_v1.5-a_videos/A_ghucv_daw.mp4,prototype
Aa8BKFLPRYs_1,bite,7.0,action,CISLR_v1.5-a_videos/Aa8BKFLPRYs_1.mp4,prototype
AaHFB_q7AO0,headache,4.0,biology,CISLR_v1.5-a_videos/AaHFB_q7AO0.mp4,prototype
AaHmdX-mi5s,costa rica,4.0,geography,CISLR_v1.5-a_videos/AaHmdX-mi5s.mp4,prototype
Aahly6_Ya3w_1,in front of,6.0,spatial position,CISLR_v1.5-a_videos/Aahly6_Ya3w_1.mp4,prototype
AbYawF3ki0k_1,discover,8.0,process,CISLR_v1.5-a_videos/AbYawF3ki0k_1.mp4,prototype
AcAbORUCKbM,lines and pins,15.0,utility item,CISLR_v1.5-a_videos/AcAbORUCKbM.mp4,prototype
AclEDgleQ6M,variable,10.0,math,CISLR_v1.5-a_videos/AclEDgleQ6M.mp4,prototype
AdV7Zn6p0yg_1,snake,6.0,flora and fauna,CISLR_v1.5-a_videos/AdV7Zn6p0yg_1.mp4,prototype
Adn8_szuH5A,select,4.0,action,CISLR_v1.5-a_videos/Adn8_szuH5A.mp4,prototype
AectM0u3HLI_1,ahemedabad,6.0,geography,CISLR_v1.5-a_videos/AectM0u3HLI_1.mp4,prototype
Aeq2jo3tSdA,topic,4.0,attribute,CISLR_v1.5-a_videos/Aeq2jo3tSdA.mp4,prototype
AfgaiVsTy_k,reporter,7.0,profession,CISLR_v1.5-a_videos/AfgaiVsTy_k.mp4,test
AfzXlh8OgnI,promote,5.0,action,CISLR_v1.5-a_videos/AfzXlh8OgnI.mp4,prototype
AgAIB4T8Z04,tiles cutter,15.0,instrument,CISLR_v1.5-a_videos/AgAIB4T8Z04.mp4,prototype
AgB-ICcX7Fg,egypt,3.0,geography,CISLR_v1.5-a_videos/AgB-ICcX7Fg.mp4,prototype
Ah8zB8BQYek,take a bath,5.0,action,CISLR_v1.5-a_videos/Ah8zB8BQYek.mp4,prototype
AhDjpH0xZAU,nineteen,4.0,math,CISLR_v1.5-a_videos/AhDjpH0xZAU.mp4,prototype
Ai8GHDxnOzE_2,clinical thermometer,10.0,medical,CISLR_v1.5-a_videos/Ai8GHDxnOzE_2.mp4,prototype
AjSoS7r4qJI_1,hard,7.0,quality,CISLR_v1.5-a_videos/AjSoS7r4qJI_1.mp4,test
AjWZkexuKVI_2,action,8.0,action,CISLR_v1.5-a_videos/AjWZkexuKVI_2.mp4,prototype
AkDOjtOtGGA_1,holi,6.0,event,CISLR_v1.5-a_videos/AkDOjtOtGGA_1.mp4,prototype
AkY2zmS18v0,kidney disease,6.0,biology,CISLR_v1.5-a_videos/AkY2zmS18v0.mp4,prototype
AmPGr5AueGI_1,dress,7.0,wearable,CISLR_v1.5-a_videos/AmPGr5AueGI_1.mp4,test
AmbZ5vym81g_1,blow,6.0,action,CISLR_v1.5-a_videos/AmbZ5vym81g_1.mp4,prototype
AnzLnEIXCI4_1,lake,10.0,geography,CISLR_v1.5-a_videos/AnzLnEIXCI4_1.mp4,prototype
Ap36VoRZatU,neck band,6.0,utility item,CISLR_v1.5-a_videos/Ap36VoRZatU.mp4,prototype
ApkQwiV28bY,cajanus inducus,11.0,foods and drinks,CISLR_v1.5-a_videos/ApkQwiV28bY.mp4,prototype
Aq_A-TmNfwk,delegation,13.0,organisation,CISLR_v1.5-a_videos/Aq_A-TmNfwk.mp4,prototype
ArXzUJR5Vic,salyx tetra sperma,13.0,biology,CISLR_v1.5-a_videos/ArXzUJR5Vic.mp4,prototype
ArcfZOVJyc4,carrom,3.0,sport,CISLR_v1.5-a_videos/ArcfZOVJyc4.mp4,prototype
ArrUPiaqzHA,license,5.0,legal,CISLR_v1.5-a_videos/ArrUPiaqzHA.mp4,prototype
AuCxXmjvztU,drug abuse and addiction,9.0,stage,CISLR_v1.5-a_videos/AuCxXmjvztU.mp4,prototype
AuTgOkqjmKs,pick axe,4.0,instrument,CISLR_v1.5-a_videos/AuTgOkqjmKs.mp4,prototype
Aup_XGd3EqQ,roofing tiles,6.0,utility item,CISLR_v1.5-a_videos/Aup_XGd3EqQ.mp4,prototype
AwsLVn18lwo_2,least count,8.0,metric,CISLR_v1.5-a_videos/AwsLVn18lwo_2.mp4,prototype
AygZ8ATgf_c,vaishno devi,6.0,religious,CISLR_v1.5-a_videos/AygZ8ATgf_c.mp4,prototype
AzOpSq_iZCo_1,complain,6.0,process,CISLR_v1.5-a_videos/AzOpSq_iZCo_1.mp4,prototype
AzVqMQPhOWI_1,we,5.0,group,CISLR_v1.5-a_videos/AzVqMQPhOWI_1.mp4,prototype
Azhplpvwi6Q,calculator,4.0,math,CISLR_v1.5-a_videos/Azhplpvwi6Q.mp4,test
B0JKoyG_q0g,eyebrow,5.0,biology,CISLR_v1.5-a_videos/B0JKoyG_q0g.mp4,prototype
B0eoeNCs3RI_1,add,7.0,math,CISLR_v1.5-a_videos/B0eoeNCs3RI_1.mp4,prototype
B0wM7GT2PKU_2,formula,8.0,math,CISLR_v1.5-a_videos/B0wM7GT2PKU_2.mp4,prototype
B1plqHKGoW4_1,deer,6.0,flora and fauna,CISLR_v1.5-a_videos/B1plqHKGoW4_1.mp4,test
B2JFlPUsxQY,form,8.0,readable,CISLR_v1.5-a_videos/B2JFlPUsxQY.mp4,test
B2eH7OwcKQ0,relay race,5.0,event,CISLR_v1.5-a_videos/B2eH7OwcKQ0.mp4,prototype
B34E37rWGWA_1,term technical,10.0,banking,CISLR_v1.5-a_videos/B34E37rWGWA_1.mp4,prototype
B34fwmoOvvI_1,false,6.0,abstract,CISLR_v1.5-a_videos/B34fwmoOvvI_1.mp4,prototype
B3ViGdozfp4,kidnap,4.0,group,CISLR_v1.5-a_videos/B3ViGdozfp4.mp4,prototype
B4Anc1i1S1E,software developer,11.0,profession,CISLR_v1.5-a_videos/B4Anc1i1S1E.mp4,prototype
B4_sWGyQgrA,maths,3.0,math,CISLR_v1.5-a_videos/B4_sWGyQgrA.mp4,prototype
B5Qtp_-1gmo_1,liquor,6.0,substance,CISLR_v1.5-a_videos/B5Qtp_-1gmo_1.mp4,prototype
B6UQh9WuYAY,once,4.0,math,CISLR_v1.5-a_videos/B6UQh9WuYAY.mp4,prototype
B6XbxlOZXm4_1,discharge,9.0,action,CISLR_v1.5-a_videos/B6XbxlOZXm4_1.mp4,prototype
B6dVHrpiFws,onion,4.0,foods and drinks,CISLR_v1.5-a_videos/B6dVHrpiFws.mp4,prototype
B71wV1k7n4M,pain,4.0,sensation,CISLR_v1.5-a_videos/B71wV1k7n4M.mp4,prototype
B9gcbXjMQwg_1,small coin depot,11.0,construction,CISLR_v1.5-a_videos/B9gcbXjMQwg_1.mp4,prototype
BAuCEJ4uKgE,together,4.0,group,CISLR_v1.5-a_videos/BAuCEJ4uKgE.mp4,prototype
BCVSsSZSqm4,australia,5.0,geography,CISLR_v1.5-a_videos/BCVSsSZSqm4.mp4,prototype
BD-PPGZahtU_1,loose,6.0,quality,CISLR_v1.5-a_videos/BD-PPGZahtU_1.mp4,prototype
BD6ADUnsyio_1,clock,8.0,utility item,CISLR_v1.5-a_videos/BD6ADUnsyio_1.mp4,prototype
BDSIilJRj-4,passbook printing machine,6.0,banking,CISLR_v1.5-a_videos/BDSIilJRj-4.mp4,prototype
BDyD3b5IvEA_1,tusks,6.0,biology,CISLR_v1.5-a_videos/BDyD3b5IvEA_1.mp4,test
BEBfzPkE3EY,tree,5.0,flora and fauna,CISLR_v1.5-a_videos/BEBfzPkE3EY.mp4,prototype
BEEOC2ZXhsg,not,4.0,abstract,CISLR_v1.5-a_videos/BEEOC2ZXhsg.mp4,prototype
BFYTOi2N1w8,big,3.0,attribute,CISLR_v1.5-a_videos/BFYTOi2N1w8.mp4,prototype
BGIG-XfX4BI,niece,4.0,relation,CISLR_v1.5-a_videos/BGIG-XfX4BI.mp4,prototype
BGfcBh4woVU_1,fight,5.0,action,CISLR_v1.5-a_videos/BGfcBh4woVU_1.mp4,prototype
BGjmN9lRDH0,legal,4.0,legal,CISLR_v1.5-a_videos/BGjmN9lRDH0.mp4,test
BI1IkyUrBT0,possible,4.0,attribute,CISLR_v1.5-a_videos/BI1IkyUrBT0.mp4,prototype
BI57SSk_cGU,cartoon,4.0,entertainment,CISLR_v1.5-a_videos/BI57SSk_cGU.mp4,prototype
BIO33uNK_pY_1,bus stand,6.0,construction,CISLR_v1.5-a_videos/BIO33uNK_pY_1.mp4,prototype
BJ_XRbrwsk0_1,bear,6.0,flora and fauna,CISLR_v1.5-a_videos/BJ_XRbrwsk0_1.mp4,prototype
BJgvTIe5avM,shaving trimmer,6.0,utility item,CISLR_v1.5-a_videos/BJgvTIe5avM.mp4,prototype
BLazXqvPnKk,in,4.0,spatial position,CISLR_v1.5-a_videos/BLazXqvPnKk.mp4,prototype
BMKm42g0s08_2,mechanics,9.0,physics,CISLR_v1.5-a_videos/BMKm42g0s08_2.mp4,prototype
BMsUiLpUFQQ_1,repairer,7.0,human,CISLR_v1.5-a_videos/BMsUiLpUFQQ_1.mp4,prototype
BMzjPIvzVfU,answer,3.0,action,CISLR_v1.5-a_videos/BMzjPIvzVfU.mp4,prototype
BN8N3UwtL00,exclude,5.0,action,CISLR_v1.5-a_videos/BN8N3UwtL00.mp4,prototype
BNNY7s6UnX4_1,india,7.0,geography,CISLR_v1.5-a_videos/BNNY7s6UnX4_1.mp4,test
BNnUgdUKtf0,nagaland,4.0,geography,CISLR_v1.5-a_videos/BNnUgdUKtf0.mp4,prototype
BPC5XCxTQDE_1,cremate,12.0,action,CISLR_v1.5-a_videos/BPC5XCxTQDE_1.mp4,prototype
BPWGQ-KcisU_1,library,8.0,readable,CISLR_v1.5-a_videos/BPWGQ-KcisU_1.mp4,prototype
BPXMuyXJai8_2,energy,11.0,physics,CISLR_v1.5-a_videos/BPXMuyXJai8_2.mp4,prototype
BQU7PK2GEw8,afghanistan,4.0,geography,CISLR_v1.5-a_videos/BQU7PK2GEw8.mp4,prototype
BSJyINZgfWY,ball cricket,5.0,sport,CISLR_v1.5-a_videos/BSJyINZgfWY.mp4,prototype
BS_TcCb8q0s_1,bengali,6.0,language,CISLR_v1.5-a_videos/BS_TcCb8q0s_1.mp4,prototype
BSezNX5k4dA_2,law,7.0,legal,CISLR_v1.5-a_videos/BSezNX5k4dA_2.mp4,test
BSztT4FmVvg,button down,5.0,action,CISLR_v1.5-a_videos/BSztT4FmVvg.mp4,prototype
BT9rDLe3e_8,shears,7.0,instrument,CISLR_v1.5-a_videos/BT9rDLe3e_8.mp4,prototype
BTWoG55D4ns_2,fluid pressure,10.0,physics,CISLR_v1.5-a_videos/BTWoG55D4ns_2.mp4,prototype
BU67b7LtyE0,gujarati,3.0,geography,CISLR_v1.5-a_videos/BU67b7LtyE0.mp4,prototype
BUOXpYbLzTI_1,wide,6.0,attribute,CISLR_v1.5-a_videos/BUOXpYbLzTI_1.mp4,prototype
BUdAJ_WWdxo_1,foot,7.0,biology,CISLR_v1.5-a_videos/BUdAJ_WWdxo_1.mp4,test
BUt4lIrC0E8_1,slow,7.0,attribute,CISLR_v1.5-a_videos/BUt4lIrC0E8_1.mp4,prototype
BUv48pwD90o,exam,6.0,education,CISLR_v1.5-a_videos/BUv48pwD90o.mp4,prototype
BVtBleg0HgA,message video,5.0,internet,CISLR_v1.5-a_videos/BVtBleg0HgA.mp4,prototype
BVyAGCPGC9I,bacteria,5.0,biology,CISLR_v1.5-a_videos/BVyAGCPGC9I.mp4,prototype
BWKieNmLY2c,beer,4.0,foods and drinks,CISLR_v1.5-a_videos/BWKieNmLY2c.mp4,prototype
BWWtThOnwkE,interest on savings account,7.0,banking,CISLR_v1.5-a_videos/BWWtThOnwkE.mp4,prototype
BX15HPM6TzE,interpret,4.0,action,CISLR_v1.5-a_videos/BX15HPM6TzE.mp4,prototype
BXw0xmFB8pQ_1,she,6.0,abstract,CISLR_v1.5-a_videos/BXw0xmFB8pQ_1.mp4,prototype
BYY1nIP7J-E,kali mata,5.0,religious,CISLR_v1.5-a_videos/BYY1nIP7J-E.mp4,prototype
BYnUpQfk3Ts,five,5.0,math,CISLR_v1.5-a_videos/BYnUpQfk3Ts.mp4,prototype
BaDaIkw-dmQ,appearance,12.0,attribute,CISLR_v1.5-a_videos/BaDaIkw-dmQ.mp4,prototype
BaXoF_r5D4w,pain,3.0,sensation,CISLR_v1.5-a_videos/BaXoF_r5D4w.mp4,test
BauK2i6mmK4,younger sister,4.0,relation,CISLR_v1.5-a_videos/BauK2i6mmK4.mp4,prototype
Bc5uO2zRNJA,throat,4.0,biology,CISLR_v1.5-a_videos/Bc5uO2zRNJA.mp4,test
Bc_Km33uz74,level,4.0,abstract,CISLR_v1.5-a_videos/Bc_Km33uz74.mp4,prototype
BdQCN4niLds,cooker,5.0,foods and drinks,CISLR_v1.5-a_videos/BdQCN4niLds.mp4,prototype
BdxydPFxfAA,storm,6.0,weather,CISLR_v1.5-a_videos/BdxydPFxfAA.mp4,prototype
Bf2FG9YBics_1,mogra,7.0,flora and fauna,CISLR_v1.5-a_videos/Bf2FG9YBics_1.mp4,prototype
Bh9e-exemes_1,class room,7.0,education,CISLR_v1.5-a_videos/Bh9e-exemes_1.mp4,prototype
BiqToLUGbec_2,spiral,12.0,abstract,CISLR_v1.5-a_videos/BiqToLUGbec_2.mp4,prototype
Bir6ea5EZ1c,association of sign language interpreters,4.0,organisation,CISLR_v1.5-a_videos/Bir6ea5EZ1c.mp4,prototype
BkPmz2DBMEo,underground symptoms,12.0,medical,CISLR_v1.5-a_videos/BkPmz2DBMEo.mp4,prototype
BlV_8p_hgLA_1,horns,6.0,biology,CISLR_v1.5-a_videos/BlV_8p_hgLA_1.mp4,test
Bl_SheTtSt0,body,4.0,biology,CISLR_v1.5-a_videos/Bl_SheTtSt0.mp4,prototype
BmNYiO_-qFU_1,mat,8.0,utility item,CISLR_v1.5-a_videos/BmNYiO_-qFU_1.mp4,prototype
Bmq6b73OAQ4_1,watermelon,7.0,foods and drinks,CISLR_v1.5-a_videos/Bmq6b73OAQ4_1.mp4,test
BnIXdnAD2EA_2,bimetallic,8.0,metal and minerals,CISLR_v1.5-a_videos/BnIXdnAD2EA_2.mp4,prototype
BnRQjGF_dIc_1,those,5.0,relation,CISLR_v1.5-a_videos/BnRQjGF_dIc_1.mp4,prototype
BnTXPFA6gHA_1,small pox,6.0,medical,CISLR_v1.5-a_videos/BnTXPFA6gHA_1.mp4,prototype
Bo35LBOce64,wine,3.0,foods and drinks,CISLR_v1.5-a_videos/Bo35LBOce64.mp4,prototype
BoTn3ZPqyjk_1,switch,6.0,electronic and electrical,CISLR_v1.5-a_videos/BoTn3ZPqyjk_1.mp4,prototype
BpDvz3q-6pU_1,learn,6.0,action,CISLR_v1.5-a_videos/BpDvz3q-6pU_1.mp4,prototype
Bpg2wRBxGPI_1,terms of service,11.0,legal,CISLR_v1.5-a_videos/Bpg2wRBxGPI_1.mp4,prototype
BpheOwGP6ZE_2,east,8.0,spatial position,CISLR_v1.5-a_videos/BpheOwGP6ZE_2.mp4,prototype
BqgTzj7IeZ0,bhubaneswar,4.0,geography,CISLR_v1.5-a_videos/BqgTzj7IeZ0.mp4,prototype
Bqq4Ir8T9Og_1,ratio,7.0,math,CISLR_v1.5-a_videos/Bqq4Ir8T9Og_1.mp4,prototype
Br0rMI_5PzA_2,film,9.0,instrument,CISLR_v1.5-a_videos/Br0rMI_5PzA_2.mp4,prototype
BrDv3nkZnCE_1,full,6.0,sensation,CISLR_v1.5-a_videos/BrDv3nkZnCE_1.mp4,test
Brqv7-rpdTQ,teach,3.0,action,CISLR_v1.5-a_videos/Brqv7-rpdTQ.mp4,prototype
BtseOFOQ9j8,carnivorus fishes,12.0,flora and fauna,CISLR_v1.5-a_videos/BtseOFOQ9j8.mp4,prototype
BvOKe8KiGPU,tall,4.0,attribute,CISLR_v1.5-a_videos/BvOKe8KiGPU.mp4,test
Bw8_jmAk28w_1,soft,7.0,quality,CISLR_v1.5-a_videos/Bw8_jmAk28w_1.mp4,prototype
BxxS_OuUUv4_1,vault safe deposit,8.0,banking,CISLR_v1.5-a_videos/BxxS_OuUUv4_1.mp4,prototype
BzQFZNqQVsc_1,flag,7.0,miscellaneous object,CISLR_v1.5-a_videos/BzQFZNqQVsc_1.mp4,prototype
BzgPNh4W3GI_1,pillow,9.0,utility item,CISLR_v1.5-a_videos/BzgPNh4W3GI_1.mp4,prototype
C-rIgD-yIvg,busy,6.0,behavior,CISLR_v1.5-a_videos/C-rIgD-yIvg.mp4,prototype
C0UywICFPWw_1,wedding,7.0,event,CISLR_v1.5-a_videos/C0UywICFPWw_1.mp4,prototype
C0znUIY2osY,east,3.0,spatial position,CISLR_v1.5-a_videos/C0znUIY2osY.mp4,test
C15CAFPqP9g_1,cockroach,7.0,flora and fauna,CISLR_v1.5-a_videos/C15CAFPqP9g_1.mp4,prototype
C201-UUFUDg,nationalist congress party,5.0,politics,CISLR_v1.5-a_videos/C201-UUFUDg.mp4,prototype
C2FMG7QWfCo,avalanche,7.0,event,CISLR_v1.5-a_videos/C2FMG7QWfCo.mp4,prototype
C34PxLKD8OM_1,toes,9.0,biology,CISLR_v1.5-a_videos/C34PxLKD8OM_1.mp4,prototype
C39QX6etLxw_1,business,6.0,banking,CISLR_v1.5-a_videos/C39QX6etLxw_1.mp4,test
C4B6Nezrmxw_2,original,9.0,attribute,CISLR_v1.5-a_videos/C4B6Nezrmxw_2.mp4,prototype
C5DI23vAhYo_1,lion,6.0,flora and fauna,CISLR_v1.5-a_videos/C5DI23vAhYo_1.mp4,prototype
C5lKWeivlFY,youth association of the deaf india,3.0,organisation,CISLR_v1.5-a_videos/C5lKWeivlFY.mp4,prototype
C6Lf2U0ZDmQ_1,angry,6.0,emotion,CISLR_v1.5-a_videos/C6Lf2U0ZDmQ_1.mp4,test
C6NYbD05HIo,bank branch name,6.0,banking,CISLR_v1.5-a_videos/C6NYbD05HIo.mp4,prototype
C7tQarNFXJo_1,voluntarily,6.0,behavior,CISLR_v1.5-a_videos/C7tQarNFXJo_1.mp4,prototype
C7zW-Cuv3tU_1,parrot,7.0,flora and fauna,CISLR_v1.5-a_videos/C7zW-Cuv3tU_1.mp4,test
C8NKSCbnodM_1,sea,8.0,geography,CISLR_v1.5-a_videos/C8NKSCbnodM_1.mp4,test
C9ZLmgNDV_Y,salman khan,4.0,human,CISLR_v1.5-a_videos/C9ZLmgNDV_Y.mp4,prototype
CAKl640s6UE,reason,3.0,abstract,CISLR_v1.5-a_videos/CAKl640s6UE.mp4,prototype
CBXCId8jHAA,teaser bull,14.0,medical,CISLR_v1.5-a_videos/CBXCId8jHAA.mp4,prototype
CBdApLFUzYs_1,far,6.0,spatial position,CISLR_v1.5-a_videos/CBdApLFUzYs_1.mp4,prototype
CBgYsD9T-uI_1,watch,8.0,action,CISLR_v1.5-a_videos/CBgYsD9T-uI_1.mp4,prototype
CCLHQe8fETs_2,projectile motion,10.0,physics,CISLR_v1.5-a_videos/CCLHQe8fETs_2.mp4,prototype
CD7q4E7thng,true,4.0,abstract,CISLR_v1.5-a_videos/CD7q4E7thng.mp4,prototype
CDd6olbtjWE,local,5.0,spatial position,CISLR_v1.5-a_videos/CDd6olbtjWE.mp4,prototype
CEHCaHC8hK0,sit,3.0,action,CISLR_v1.5-a_videos/CEHCaHC8hK0.mp4,test
CELYbb3X9fk,mechanic,6.0,profession,CISLR_v1.5-a_videos/CELYbb3X9fk.mp4,test
CEiO3djH-zg_2,superposltion,9.0,physics,CISLR_v1.5-a_videos/CEiO3djH-zg_2.mp4,prototype
CEsvPmZQ7c4_1,slim,7.0,attribute,CISLR_v1.5-a_videos/CEsvPmZQ7c4_1.mp4,prototype
CGNDUJWk96I_2,positive error,9.0,math,CISLR_v1.5-a_videos/CGNDUJWk96I_2.mp4,prototype
CGWUtV3bpgc_1,kanpur,6.0,geography,CISLR_v1.5-a_videos/CGWUtV3bpgc_1.mp4,prototype
CH_cyrmtUd0_1,mixer,6.0,machine,CISLR_v1.5-a_videos/CH_cyrmtUd0_1.mp4,prototype
CHt94rpZVOI,vodafone,5.0,organisation,CISLR_v1.5-a_videos/CHt94rpZVOI.mp4,prototype
CKCqZpXdLU4_1,bridge,6.0,construction,CISLR_v1.5-a_videos/CKCqZpXdLU4_1.mp4,prototype
CKRWnL9qBDo_1,hide,5.0,spatial position,CISLR_v1.5-a_videos/CKRWnL9qBDo_1.mp4,prototype
CKkHv_YeHWU,corn,5.0,foods and drinks,CISLR_v1.5-a_videos/CKkHv_YeHWU.mp4,prototype
CLjivq1wW6E,bile duct cancer,15.0,medical,CISLR_v1.5-a_videos/CLjivq1wW6E.mp4,prototype
CLxxQFQiTic,zip,4.0,utility item,CISLR_v1.5-a_videos/CLxxQFQiTic.mp4,prototype
CNIlm20ulSs_1,expensive,7.0,attribute,CISLR_v1.5-a_videos/CNIlm20ulSs_1.mp4,prototype
CNL5igD7Z9U_1,twins,9.0,biology,CISLR_v1.5-a_videos/CNL5igD7Z9U_1.mp4,prototype
CNfxuVjZuh4_1,inch,6.0,metric,CISLR_v1.5-a_videos/CNfxuVjZuh4_1.mp4,prototype
CNnZQINfB8E,college,6.0,education,CISLR_v1.5-a_videos/CNnZQINfB8E.mp4,prototype
CO-YipjVoj4_1,certificate,6.0,readable,CISLR_v1.5-a_videos/CO-YipjVoj4_1.mp4,prototype
COAl-bQOrFU_2,refractive index,10.0,physics,CISLR_v1.5-a_videos/COAl-bQOrFU_2.mp4,prototype
CPPp4bkc2M0,classification of hedges,11.0,action,CISLR_v1.5-a_videos/CPPp4bkc2M0.mp4,prototype
CPitVthnjH4,love marriage,15.0,relation,CISLR_v1.5-a_videos/CPitVthnjH4.mp4,prototype
CPzNAqruek8,post office,4.0,construction,CISLR_v1.5-a_videos/CPzNAqruek8.mp4,prototype
CR2NKbXEI-A,rail road switch,7.0,transport,CISLR_v1.5-a_videos/CR2NKbXEI-A.mp4,prototype
CRdSfDtdSj8_2,pole,12.0,astronomical,CISLR_v1.5-a_videos/CRdSfDtdSj8_2.mp4,test
CSY_YI5A3uw_1,september,6.0,time,CISLR_v1.5-a_videos/CSY_YI5A3uw_1.mp4,test
CTZLTOTcRtg_2,velocity,7.0,physics,CISLR_v1.5-a_videos/CTZLTOTcRtg_2.mp4,prototype
CU60FAVcxnc_1,solicitor,9.0,profession,CISLR_v1.5-a_videos/CU60FAVcxnc_1.mp4,prototype
CUNH7UOyYGI_1,spider,6.0,flora and fauna,CISLR_v1.5-a_videos/CUNH7UOyYGI_1.mp4,prototype
CXEDTo1PXCg,no,4.0,abstract,CISLR_v1.5-a_videos/CXEDTo1PXCg.mp4,prototype
CXLZ3svHfGc,lace edge binding,9.0,process,CISLR_v1.5-a_videos/CXLZ3svHfGc.mp4,prototype
CXOPG4pJxDI_1,hear,8.0,sound,CISLR_v1.5-a_videos/CXOPG4pJxDI_1.mp4,prototype
CX_0sOJ8AiI_1,bus,6.0,transport,CISLR_v1.5-a_videos/CX_0sOJ8AiI_1.mp4,prototype
CXzmFPBwjzs_2,north pole,11.0,geography,CISLR_v1.5-a_videos/CXzmFPBwjzs_2.mp4,prototype
CYE_fagx7yo_2,liquid fuels,11.0,substance,CISLR_v1.5-a_videos/CYE_fagx7yo_2.mp4,prototype
C_7MNhDkut4,tripura,5.0,geography,CISLR_v1.5-a_videos/C_7MNhDkut4.mp4,test
C_H7DeMnOQ8,abuttal,8.0,legal,CISLR_v1.5-a_videos/C_H7DeMnOQ8.mp4,prototype
C_HK0uWAt8I,november,5.0,time,CISLR_v1.5-a_videos/C_HK0uWAt8I.mp4,prototype
C_VE9wu76So,potty,4.0,biology,CISLR_v1.5-a_videos/C_VE9wu76So.mp4,prototype
C_VIItfSFdU,ewe,10.0,flora and fauna,CISLR_v1.5-a_videos/C_VIItfSFdU.mp4,prototype
C_pnntfY2qw,l square,7.0,instrument,CISLR_v1.5-a_videos/C_pnntfY2qw.mp4,prototype
CbscRBBGtT8,tractor,4.0,transport,CISLR_v1.5-a_videos/CbscRBBGtT8.mp4,prototype
Cc7VwcMMTqk,gas tractor,8.0,transport,CISLR_v1.5-a_videos/Cc7VwcMMTqk.mp4,prototype
CcX4eD-UArI_2,circle,13.0,math,CISLR_v1.5-a_videos/CcX4eD-UArI_2.mp4,test
CcsJ-D4YAMI_1,morning,7.0,time,CISLR_v1.5-a_videos/CcsJ-D4YAMI_1.mp4,prototype
Cd0f7fvtGTg,absent,5.0,abstract,CISLR_v1.5-a_videos/Cd0f7fvtGTg.mp4,prototype
Cdb8BFpFWqo,division,3.0,action,CISLR_v1.5-a_videos/Cdb8BFpFWqo.mp4,prototype
CeGVf78K8jg,anorak,8.0,wearable,CISLR_v1.5-a_videos/CeGVf78K8jg.mp4,prototype
CfFtNMRV6Y8_1,cap,6.0,wearable,CISLR_v1.5-a_videos/CfFtNMRV6Y8_1.mp4,prototype
CfNlpbflIQU,court hall,9.0,legal,CISLR_v1.5-a_videos/CfNlpbflIQU.mp4,prototype
CfRFZ0IFp3Y_2,thermometer,9.0,miscellaneous object,CISLR_v1.5-a_videos/CfRFZ0IFp3Y_2.mp4,prototype
CgJ5_Y60Uu0_2,piston,9.0,miscellaneous object,CISLR_v1.5-a_videos/CgJ5_Y60Uu0_2.mp4,prototype
CggX-rNVSxc_1,omit,6.0,action,CISLR_v1.5-a_videos/CggX-rNVSxc_1.mp4,prototype
Cgk-fX-KFhw,livelihood,5.0,abstract,CISLR_v1.5-a_videos/Cgk-fX-KFhw.mp4,prototype
Cgs1MibMXJ0,eat,4.0,action,CISLR_v1.5-a_videos/Cgs1MibMXJ0.mp4,prototype
Ci-i1-FzGTU,superfast express,6.0,transport,CISLR_v1.5-a_videos/Ci-i1-FzGTU.mp4,prototype
CjL55F1EpNk,contractual,6.0,legal,CISLR_v1.5-a_videos/CjL55F1EpNk.mp4,prototype
